Sample in Buffer,Sample in Window,TRIGGER,sig_AD2_IN[9:0],sig_AD1_IN[9:0],LED_IO_OBUF[2:0]
1044,1044,0,-117,37,2
1045,1045,0,134,61,2
1046,1046,0,155,84,2
1047,1047,0,-116,161,2
1048,1048,0,-183,12,2
1049,1049,0,81,-184,2
1050,1050,0,192,19,2
1051,1051,0,-36,100,2
1052,1052,0,-204,-92,2
1053,1053,0,-13,-192,2
1054,1054,0,200,-73,2
1055,1055,0,54,131,2
1056,1056,0,-199,70,2
1057,1057,0,-82,-11,2
1058,1058,0,190,75,2
1059,1059,0,88,75,2
1060,1060,0,-181,-52,2
1061,1061,0,-81,22,2
1062,1062,0,159,-75,2
1063,1063,0,57,-99,2
1064,1064,0,-142,9,2
1065,1065,0,-32,-11,2
1066,1066,0,105,69,2
1067,1067,0,11,-40,2
1068,1068,0,-67,29,2
1069,1069,0,-21,161,2
1070,1070,0,22,-48,2
1071,1071,0,43,-109,2
1072,1072,0,19,4,2
1073,1073,0,-101,22,2
1074,1074,0,-37,-110,2
1075,1075,0,166,59,2
1076,1076,0,38,46,2
1077,1077,0,-229,-119,2
1078,1078,0,-23,34,2
1079,1079,0,259,53,2
1080,1080,0,-7,23,2
1081,1081,0,-257,50,2
1082,1082,0,41,99,2
1083,1083,0,208,-164,2
1084,1084,0,-73,-211,2
1085,1085,0,-131,153,2
1086,1086,0,87,71,2
1087,1087,0,37,12,2
1088,1088,0,-82,-67,2
1089,1089,0,45,16,2
1090,1090,0,68,38,2
1091,1091,0,-109,-138,2
1092,1092,0,-48,172,2
1093,1093,0,132,34,2
1094,1094,0,35,-143,2
1095,1095,0,-127,26,2
1096,1096,0,-32,-24,2
1097,1097,0,93,1,2
1098,1098,0,42,-62,2
1099,1099,0,-60,11,2
1100,1100,0,-56,197,2
1101,1101,0,29,-4,2
1102,1102,0,64,-98,2
1103,1103,0,-11,99,2
1104,1104,0,-63,46,2
1105,1105,0,9,-261,2
1106,1106,0,61,-58,2
1107,1107,0,-11,43,2
1108,1108,0,-51,-9,2
1109,1109,0,19,182,2
1110,1110,0,48,-92,2
1111,1111,0,-26,-75,2
1112,1112,0,-67,226,2
1113,1113,0,33,153,2
1114,1114,0,105,-130,2
1115,1115,0,-54,-290,2
1116,1116,0,-150,64,2
1117,1117,0,66,99,2
1118,1118,0,175,-116,2
1119,1119,0,-75,-39,2
1120,1120,0,-187,160,2
1121,1121,0,69,59,2
1122,1122,0,171,-36,2
1123,1123,0,-40,15,2
1124,1124,0,-141,-140,2
1125,1125,0,-1,-81,2
1126,1126,0,96,86,2
1127,1127,0,44,100,2
1128,1128,0,-64,177,2
1129,1129,0,-82,-102,2
1130,1130,0,35,-211,2
1131,1131,0,92,72,2
1132,1132,0,-20,3,2
1133,1133,0,-78,67,2
1134,1134,0,-2,-21,2
1135,1135,0,53,-118,2
1136,1136,0,24,-31,2
1137,1137,0,-21,135,2
1138,1138,0,-51,74,2
1139,1139,0,20,-164,2
1140,1140,0,68,121,2
1141,1141,0,-37,17,2
1142,1142,0,-78,-54,2
1143,1143,0,70,92,2
1144,1144,0,63,-51,2
1145,1145,0,-119,-17,2
1146,1146,0,-32,-118,2
1147,1147,0,144,-71,2
1148,1148,0,-11,93,2
1149,1149,0,-133,-2,2
1150,1150,0,34,74,2
1151,1151,0,93,173,2
1152,1152,0,-50,-130,2
1153,1153,0,-29,-105,2
1154,1154,0,29,76,2
1155,1155,0,-56,-61,2
1156,1156,0,21,-36,2
1157,1157,0,123,-13,2
1158,1158,0,-83,-43,2
1159,1159,0,-153,-18,2
1160,1160,0,144,128,2
1161,1161,0,153,135,2
1162,1162,0,-168,22,2
1163,1163,0,-117,-84,2
1164,1164,0,155,-186,2
1165,1165,0,55,-7,2
1166,1166,0,-103,-30,2
1167,1167,0,0,28,2
1168,1168,0,19,224,2
1169,1169,0,-48,13,2
1170,1170,0,61,-90,2
1171,1171,0,65,-63,2
1172,1172,0,-131,-30,2
1173,1173,0,-68,76,2
1174,1174,0,154,-41,2
1175,1175,0,59,-139,2
1176,1176,0,-131,5,2
1177,1177,0,-71,150,2
1178,1178,0,88,124,2
1179,1179,0,89,35,2
1180,1180,0,-42,-150,2
1181,1181,0,-122,-77,2
1182,1182,0,9,81,2
1183,1183,0,143,-100,2
1184,1184,0,-5,18,2
1185,1185,0,-149,165,2
1186,1186,0,20,-41,2
1187,1187,0,118,-132,2
1188,1188,0,-52,-81,2
1189,1189,0,-67,33,2
1190,1190,0,63,43,2
1191,1191,0,13,93,2
1192,1192,0,-60,98,2
1193,1193,0,35,-158,2
1194,1194,0,39,-71,2
1195,1195,0,-67,78,2
1196,1196,0,-18,41,2
1197,1197,0,53,-1,2
1198,1198,0,1,-36,2
1199,1199,0,-32,-54,2
1200,1200,0,2,71,2
1201,1201,0,-6,68,2
1202,1202,0,16,-86,2
1203,1203,0,29,-52,2
1204,1204,0,-44,-5,2
1205,1205,0,-40,-10,2
1206,1206,0,72,18,2
1207,1207,0,22,36,2
1208,1208,0,-97,-1,2
1209,1209,0,12,28,2
1210,1210,0,99,-12,2
1211,1211,0,-52,-15,2
1212,1212,0,-99,132,2
1213,1213,0,87,-14,2
1214,1214,0,81,-203,2
1215,1215,0,-113,-34,2
1216,1216,0,-65,85,2
1217,1217,0,101,34,2
1218,1218,0,50,-4,2
1219,1219,0,-75,-12,2
1220,1220,0,-43,31,2
1221,1221,0,28,8,2
1222,1222,0,43,-123,2
1223,1223,0,17,7,2
1224,1224,0,-44,181,2
1225,1225,0,-62,-186,2
1226,1226,0,27,-33,2
1227,1227,0,95,255,2
1228,1228,0,-2,-21,2
1229,1229,0,-120,-25,2
1230,1230,0,-38,-10,2
1231,1231,0,132,-148,2
1232,1232,0,75,-121,2
1233,1233,0,-135,53,2
1234,1234,0,-104,7,2
1235,1235,0,125,-29,2
1236,1236,0,112,26,2
1237,1237,0,-103,254,2
1238,1238,0,-99,164,2
1239,1239,0,71,-207,2
1240,1240,0,54,-3,2
1241,1241,0,-41,3,2
1242,1242,0,-6,-168,2
1243,1243,0,-4,-38,2
1244,1244,0,-52,-46,2
1245,1245,0,38,-35,2
1246,1246,0,104,126,2
1247,1247,0,-69,177,2
1248,1248,0,-134,-32,2
1249,1249,0,85,-94,2
1250,1250,0,147,17,2
1251,1251,0,-96,-39,2
1252,1252,0,-147,-13,2
1253,1253,0,93,58,2
1254,1254,0,120,93,2
1255,1255,0,-93,-5,2
1256,1256,0,-88,-40,2
1257,1257,0,82,-115,2
1258,1258,0,39,-87,2
1259,1259,0,-83,78,2
1260,1260,0,-8,28,2
1261,1261,0,87,36,2
1262,1262,0,-29,24,2
1263,1263,0,-90,-90,2
1264,1264,0,49,24,2
1265,1265,0,97,82,2
1266,1266,0,-63,4,2
1267,1267,0,-104,-81,2
1268,1268,0,48,-47,2
1269,1269,0,97,59,2
1270,1270,0,-34,29,2
1271,1271,0,-97,-70,2
1272,1272,0,2,3,2
1273,1273,0,75,99,2
1274,1274,0,27,66,2
1275,1275,0,-59,-89,2
1276,1276,0,-50,-141,2
1277,1277,0,44,9,2
1278,1278,0,60,46,2
1279,1279,0,-39,-18,2
1280,1280,0,-47,20,2
1281,1281,0,40,84,2
1282,1282,0,9,64,2
1283,1283,0,-44,-7,2
1284,1284,0,39,-136,2
1285,1285,0,52,-65,2
1286,1286,0,-94,85,2
1287,1287,0,-61,75,2
1288,1288,0,130,-71,2
1289,1289,0,69,-54,2
1290,1290,0,-153,38,2
1291,1291,0,-86,-16,2
1292,1292,0,150,66,2
1293,1293,0,101,156,2
1294,1294,0,-127,-60,2
1295,1295,0,-124,-156,2
1296,1296,0,82,-77,2
1297,1297,0,147,-68,2
1298,1298,0,-42,-1,2
1299,1299,0,-177,12,2
1300,1300,0,4,212,2
1301,1301,0,201,106,2
1302,1302,0,9,-57,2
1303,1303,0,-224,123,2
1304,1304,0,-4,-93,2
1305,1305,0,242,-168,2
1306,1306,0,-21,-53,2
1307,1307,0,-250,-74,2
1308,1308,0,67,-6,2
1309,1309,0,234,86,2
1310,1310,0,-112,121,2
1311,1311,0,-210,-39,2
1312,1312,0,148,-35,2
1313,1313,0,164,90,2
1314,1314,0,-168,-47,2
1315,1315,0,-119,-34,2
1316,1316,0,150,73,2
1317,1317,0,74,-3,2
1318,1318,0,-116,-3,2
1319,1319,0,-31,-88,2
1320,1320,0,66,-47,2
1321,1321,0,-13,50,2
1322,1322,0,-20,40,2
1323,1323,0,54,11,2
1324,1324,0,-31,-47,2
1325,1325,0,-88,55,2
1326,1326,0,64,-9,2
1327,1327,0,126,-91,2
1328,1328,0,-102,-35,2
1329,1329,0,-156,8,2
1330,1330,0,125,60,2
1331,1331,0,158,17,2
1332,1332,0,-143,-14,2
1333,1333,0,-152,96,2
1334,1334,0,135,89,2
1335,1335,0,116,-101,2
1336,1336,0,-118,-28,2
1337,1337,0,-75,-23,2
1338,1338,0,71,-176,2
1339,1339,0,28,-37,2
1340,1340,0,-18,-5,2
1341,1341,0,-3,160,2
1342,1342,0,-40,138,2
1343,1343,0,-11,-51,2
1344,1344,0,77,-28,2
1345,1345,0,3,0,2
1346,1346,0,-96,86,2
1347,1347,0,20,19,2
1348,1348,0,88,-90,2
1349,1349,0,-49,-204,2
1350,1350,0,-58,-66,2
1351,1351,0,68,81,2
1352,1352,0,10,31,2
1353,1353,0,-79,99,2
1354,1354,0,44,127,2
1355,1355,0,69,19,2
1356,1356,0,-88,-27,2
1357,1357,0,-54,-134,2
1358,1358,0,118,-66,2
1359,1359,0,25,137,2
1360,1360,0,-134,-30,2
1361,1361,0,3,-37,2
1362,1362,0,134,-54,2
1363,1363,0,-39,-187,2
1364,1364,0,-116,88,2
1365,1365,0,67,285,2
1366,1366,0,91,36,2
1367,1367,0,-93,-117,2
1368,1368,0,-62,-3,2
1369,1369,0,94,33,2
1370,1370,0,43,-91,2
1371,1371,0,-100,-9,2
1372,1372,0,-28,-29,2
1373,1373,0,93,-125,2
1374,1374,0,19,51,2
1375,1375,0,-89,176,2
1376,1376,0,-19,58,2
1377,1377,0,79,-146,2
1378,1378,0,24,37,2
1379,1379,0,-74,70,2
1380,1380,0,-35,-107,2
1381,1381,0,62,-30,2
1382,1382,0,44,25,2
1383,1383,0,-54,68,2
1384,1384,0,-64,-21,2
1385,1385,0,37,-72,2
1386,1386,0,83,-86,2
1387,1387,0,-17,-7,2
1388,1388,0,-117,92,2
1389,1389,0,9,99,2
1390,1390,0,146,26,2
1391,1391,0,-10,-80,2
1392,1392,0,-178,42,2
1393,1393,0,5,-19,2
1394,1394,0,194,-118,2
1395,1395,0,-6,49,2
1396,1396,0,-209,48,2
1397,1397,0,7,-21,2
1398,1398,0,206,-42,2
1399,1399,0,-4,23,2
1400,1400,0,-199,52,2
1401,1401,0,6,-102,2
1402,1402,0,181,20,2
1403,1403,0,-16,29,2
1404,1404,0,-162,-38,2
1405,1405,0,38,78,2
1406,1406,0,118,-14,2
1407,1407,0,-67,38,2
1408,1408,0,-76,-46,2
1409,1409,0,92,-80,2
1410,1410,0,18,8,2
1411,1411,0,-111,14,2
1412,1412,0,30,129,2
1413,1413,0,119,-26,2
1414,1414,0,-66,-115,2
1415,1415,0,-120,-122,2
1416,1416,0,85,123,2
1417,1417,0,117,86,2
1418,1418,0,-83,-77,2
1419,1419,0,-116,189,2
1420,1420,0,69,-120,2
1421,1421,0,113,-218,2
1422,1422,0,-59,170,2
1423,1423,0,-107,93,2
1424,1424,0,42,-68,2
1425,1425,0,80,-74,2
1426,1426,0,-42,-2,2
1427,1427,0,-45,53,2
1428,1428,0,20,-49,2
1429,1429,0,-7,59,2
1430,1430,0,14,108,2
1431,1431,0,58,-110,2
1432,1432,0,-70,-28,2
1433,1433,0,-89,63,2
1434,1434,0,138,-77,2
1435,1435,0,85,-125,2
1436,1436,0,-206,29,2
1437,1437,0,-63,32,2
1438,1438,0,254,57,2
1439,1439,0,13,68,2
1440,1440,0,-277,-86,2
1441,1441,0,28,112,2
1442,1442,0,255,103,2
1443,1443,0,-57,-135,2
1444,1444,0,-216,-97,2
1445,1445,0,58,58,2
1446,1446,0,169,-65,2
1447,1447,0,-27,-114,2
1448,1448,0,-137,52,2
1449,1449,0,-16,14,2
1450,1450,0,127,123,2
1451,1451,0,51,96,2
1452,1452,0,-134,-7,2
1453,1453,0,-69,-39,2
1454,1454,0,141,-168,2
1455,1455,0,48,-41,2
1456,1456,0,-147,134,2
1457,1457,0,-21,91,2
1458,1458,0,120,-45,2
1459,1459,0,-20,-126,2
1460,1460,0,-75,-11,2
1461,1461,0,40,94,2
1462,1462,0,27,70,2
1463,1463,0,-26,-82,2
1464,1464,0,11,-114,2
1465,1465,0,-26,42,2
1466,1466,0,-34,103,2
1467,1467,0,96,73,2
1468,1468,0,28,-106,2
1469,1469,0,-169,-74,2
1470,1470,0,-5,-46,2
1471,1471,0,230,-66,2
1472,1472,0,-28,215,2
1473,1473,0,-264,117,2
1474,1474,0,60,-87,2
1475,1475,0,262,8,2
1476,1476,0,-82,-42,2
1477,1477,0,-244,-131,2
1478,1478,0,91,-42,2
1479,1479,0,204,103,2
1480,1480,0,-90,-9,2
1481,1481,0,-161,-18,2
1482,1482,0,84,74,2
1483,1483,0,122,-108,2
1484,1484,0,-79,1,2
1485,1485,0,-93,193,2
1486,1486,0,86,48,2
1487,1487,0,64,-27,2
1488,1488,0,-110,-151,2
1489,1489,0,-48,-161,2
1490,1490,0,137,56,2
1491,1491,0,22,106,2
1492,1492,0,-163,-35,2
1493,1493,0,4,-92,2
1494,1494,0,168,5,2
1495,1495,0,-32,211,2
1496,1496,0,-155,46,2
1497,1497,0,53,-112,2
1498,1498,0,121,163,2
1499,1499,0,-77,-47,2
1500,1500,0,-88,-324,2
1501,1501,0,84,41,2
1502,1502,0,58,108,2
1503,1503,0,-85,36,2
1504,1504,0,-28,-20,2
1505,1505,0,82,-64,2
1506,1506,0,12,70,2
1507,1507,0,-94,57,2
1508,1508,0,-6,-84,2
1509,1509,0,118,17,2
1510,1510,0,-21,92,2
1511,1511,0,-143,0,2
1512,1512,0,51,-9,2
1513,1513,0,147,-47,2
1514,1514,0,-89,-125,2
1515,1515,0,-131,-42,2
1516,1516,0,120,104,2
1517,1517,0,90,33,2
1518,1518,0,-131,48,2
1519,1519,0,-20,73,2
1520,1520,0,110,-90,2
1521,1521,0,-65,-108,2
1522,1522,0,-67,4,2
1523,1523,0,142,45,2
1524,1524,0,5,56,2
1525,1525,0,-201,1,2
1526,1526,0,69,-10,2
1527,1527,0,215,-22,2
1528,1528,0,-140,15,2
1529,1529,0,-184,65,2
1530,1530,0,170,-42,2
1531,1531,0,112,-111,2
1532,1532,0,-165,-93,2
1533,1533,0,-29,3,2
1534,1534,0,113,117,2
1535,1535,0,-68,17,2
1536,1536,0,-41,31,2
1537,1537,0,139,132,2
1538,1538,0,-30,-19,2
1539,1539,0,-179,-55,2
1540,1540,0,88,-73,2
1541,1541,0,183,-42,2
1542,1542,0,-111,-116,2
1543,1543,0,-167,-22,2
1544,1544,0,89,233,2
1545,1545,0,141,-126,2
1546,1546,0,-52,-107,2
1547,1547,0,-116,224,2
1548,1548,0,8,46,2
1549,1549,0,78,-75,2
1550,1550,0,14,-25,2
1551,1551,0,-41,7,2
1552,1552,0,-11,36,2
1553,1553,0,0,36,2
1554,1554,0,-21,-145,2
1555,1555,0,46,-96,2
1556,1556,0,55,112,2
1557,1557,0,-106,-6,2
1558,1558,0,-94,56,2
1559,1559,0,152,67,2
1560,1560,0,110,-49,2
1561,1561,0,-181,0,2
1562,1562,0,-101,-110,2
1563,1563,0,171,-25,2
1564,1564,0,64,121,2
1565,1565,0,-124,27,2
1566,1566,0,-22,-9,2
1567,1567,0,53,-96,2
1568,1568,0,-15,-12,2
1569,1569,0,33,-68,2
1570,1570,0,35,46,2
1571,1571,0,-105,342,2
1572,1572,0,-24,-44,2
1573,1573,0,142,-156,2
1574,1574,0,-2,-141,2
1575,1575,0,-134,-132,2
1576,1576,0,39,97,2
1577,1577,0,81,-113,2
1578,1578,0,-73,65,2
1579,1579,0,-6,177,2
1580,1580,0,79,4,2
1581,1581,0,-86,202,2
1582,1582,0,-54,-46,2
1583,1583,0,159,-114,2
1584,1584,0,15,-2,2
1585,1585,0,-190,-36,2
1586,1586,0,21,-20,2
1587,1587,0,184,-161,2
1588,1588,0,-53,-66,2
1589,1589,0,-154,-14,2
1590,1590,0,58,74,2
1591,1591,0,103,142,2
1592,1592,0,-41,106,2
1593,1593,0,-70,33,2
1594,1594,0,1,-140,2
1595,1595,0,54,6,2
1596,1596,0,23,118,2
1597,1597,0,-68,-2,2
1598,1598,0,-46,-60,2
1599,1599,0,93,-71,2
1600,1600,0,48,-134,2
1601,1601,0,-121,-129,2
1602,1602,0,-26,56,2
1603,1603,0,133,88,2
1604,1604,0,-12,58,2
1605,1605,0,-129,138,2
1606,1606,0,46,91,2
1607,1607,0,103,-79,2
1608,1608,0,-75,-122,2
1609,1609,0,-62,39,2
1610,1610,0,68,-40,2
1611,1611,0,23,-60,2
1612,1612,0,-46,124,2
1613,1613,0,4,-42,2
1614,1614,0,15,-60,2
1615,1615,0,-20,-29,2
1616,1616,0,30,-22,2
1617,1617,0,21,127,2
1618,1618,0,-63,-43,2
1619,1619,0,-21,31,2
1620,1620,0,82,26,2
1621,1621,0,23,-23,2
1622,1622,0,-100,30,2
1623,1623,0,-28,-175,2
1624,1624,0,109,56,2
1625,1625,0,35,49,2
1626,1626,0,-127,40,2
1627,1627,0,-52,90,2
1628,1628,0,151,-80,2
1629,1629,0,61,-37,2
1630,1630,0,-183,-126,2
1631,1631,0,-55,16,2
1632,1632,0,208,75,2
1633,1633,0,28,-32,2
1634,1634,0,-222,4,2
1635,1635,0,6,-3,2
1636,1636,0,217,153,2
1637,1637,0,-53,-44,2
1638,1638,0,-189,-122,2
1639,1639,0,102,49,2
1640,1640,0,134,89,2
1641,1641,0,-143,-16,2
1642,1642,0,-84,-164,2
1643,1643,0,168,40,2
1644,1644,0,23,53,2
1645,1645,0,-178,-13,2
1646,1646,0,20,23,2
1647,1647,0,169,-54,2
1648,1648,0,-62,-29,2
1649,1649,0,-172,34,2
1650,1650,0,84,92,2
1651,1651,0,158,-66,2
1652,1652,0,-107,-91,2
1653,1653,0,-152,81,2
1654,1654,0,110,39,2
1655,1655,0,149,81,2
1656,1656,0,-127,62,2
1657,1657,0,-140,-165,2
1658,1658,0,137,-70,2
1659,1659,0,120,-59,2
1660,1660,0,-151,-56,2
1661,1661,0,-84,72,2
1662,1662,0,163,-56,2
1663,1663,0,28,162,2
1664,1664,0,-157,92,2
1665,1665,0,29,5,2
1666,1666,0,138,53,2
1667,1667,0,-104,-227,2
1668,1668,0,-102,7,2
1669,1669,0,166,-20,2
1670,1670,0,45,-23,2
1671,1671,0,-209,83,2
1672,1672,0,0,-133,2
1673,1673,0,222,24,2
1674,1674,0,-41,168,2
1675,1675,0,-217,8,2
1676,1676,0,65,-79,2
1677,1677,0,194,-31,2
1678,1678,0,-61,-25,2
1679,1679,0,-162,-29,2
1680,1680,0,28,86,2
1681,1681,0,116,107,2
1682,1682,0,22,-100,2
1683,1683,0,-84,-95,2
1684,1684,0,-88,36,2
1685,1685,0,40,14,2
1686,1686,0,152,-75,2
1687,1687,0,-11,-41,2
1688,1688,0,-195,119,2
1689,1689,0,-15,134,2
1690,1690,0,214,6,2
1691,1691,0,41,-50,2
1692,1692,0,-207,-52,2
1693,1693,0,-78,-90,2
1694,1694,0,167,-66,2
1695,1695,0,127,39,2
1696,1696,0,-125,81,2
1697,1697,0,-168,2,2
1698,1698,0,74,22,2
1699,1699,0,199,109,2
1700,1700,0,-38,-75,2
1701,1701,0,-211,-5,2
1702,1702,0,9,-54,2
1703,1703,0,183,-40,2
1704,1704,0,6,29,2
1705,1705,0,-138,-89,2
1706,1706,0,-28,41,2
1707,1707,0,73,81,2
1708,1708,0,38,43,2
1709,1709,0,-13,-36,2
1710,1710,0,-46,-106,2
1711,1711,0,-39,11,2
1712,1712,0,52,123,2
1713,1713,0,64,48,2
1714,1714,0,-51,-74,2
1715,1715,0,-81,-37,2
1716,1716,0,37,-29,2
1717,1717,0,75,-31,2
1718,1718,0,-33,30,2
1719,1719,0,-61,-99,2
1720,1720,0,29,24,2
1721,1721,0,39,176,2
1722,1722,0,-42,-15,2
1723,1723,0,-17,-27,2
1724,1724,0,75,-22,2
1725,1725,0,-20,-98,2
1726,1726,0,-128,97,2
1727,1727,0,68,45,2
1728,1728,0,176,-73,2
1729,1729,0,-136,13,2
1730,1730,0,-214,-78,2
1731,1731,0,201,-9,2
1732,1732,0,219,17,2
1733,1733,0,-250,23,2
1734,1734,0,-193,130,2
1735,1735,0,274,52,2
1736,1736,0,140,-14,2
1737,1737,0,-263,-139,2
1738,1738,0,-75,-95,2
1739,1739,0,224,-14,2
1740,1740,0,15,95,2
1741,1741,0,-153,84,2
1742,1742,0,26,-96,2
1743,1743,0,87,63,2
1744,1744,0,-52,-33,2
1745,1745,0,-37,-137,2
1746,1746,0,56,77,2
1747,1747,0,8,50,2
1748,1748,0,-61,124,2
1749,1749,0,3,31,2
1750,1750,0,58,-161,2
1751,1751,0,4,-20,2
1752,1752,0,-68,55,2
1753,1753,0,-13,-13,2
1754,1754,0,81,-6,2
1755,1755,0,19,-91,2
1756,1756,0,-87,-67,2
1757,1757,0,-20,175,2
1758,1758,0,73,45,2
1759,1759,0,18,-67,2
1760,1760,0,-45,-22,2
1761,1761,0,-22,-21,2
1762,1762,0,-5,40,2
1763,1763,0,33,46,2
1764,1764,0,57,-56,2
1765,1765,0,-59,-55,2
1766,1766,0,-111,81,2
1767,1767,0,85,71,2
1768,1768,0,150,-6,2
1769,1769,0,-103,-35,2
1770,1770,0,-175,-102,2
1771,1771,0,101,-134,2
1772,1772,0,181,-19,2
1773,1773,0,-93,79,2
1774,1774,0,-182,244,2
1775,1775,0,59,25,2
1776,1776,0,179,-158,2
1777,1777,0,-14,66,2
1778,1778,0,-174,39,2
1779,1779,0,-28,-142,2
1780,1780,0,170,15,2
1781,1781,0,76,98,2
1782,1782,0,-171,-41,2
1783,1783,0,-115,-134,2
1784,1784,0,167,-49,2
1785,1785,0,138,150,2
1786,1786,0,-155,-9,2
1787,1787,0,-151,-24,2
1788,1788,0,134,26,2
1789,1789,0,153,70,2
1790,1790,0,-102,62,2
1791,1791,0,-156,-71,2
1792,1792,0,75,-123,2
1793,1793,0,156,-59,2
1794,1794,0,-67,102,2
1795,1795,0,-155,36,2
1796,1796,0,73,63,2
1797,1797,0,142,-6,2
1798,1798,0,-95,-186,2
1799,1799,0,-125,16,2
1800,1800,0,120,96,2
1801,1801,0,96,93,2
1802,1802,0,-138,21,2
1803,1803,0,-78,-181,2
1804,1804,0,146,-100,2
1805,1805,0,59,119,2
1806,1806,0,-135,57,2
1807,1807,0,-44,2,2
1808,1808,0,104,57,2
1809,1809,0,38,-50,2
1810,1810,0,-68,69,2
1811,1811,0,-39,-50,2
1812,1812,0,28,-99,2
1813,1813,0,34,-6,2
1814,1814,0,13,-122,2
1815,1815,0,-24,72,2
1816,1816,0,-61,110,2
1817,1817,0,12,38,2
1818,1818,0,102,11,2
1819,1819,0,2,-50,2
1820,1820,0,-150,25,2
1821,1821,0,-3,86,2
1822,1822,0,167,-11,2
1823,1823,0,-13,-53,2
1824,1824,0,-165,-173,2
1825,1825,0,35,-54,2
1826,1826,0,141,123,2
1827,1827,0,-62,-27,2
1828,1828,0,-99,-4,2
1829,1829,0,80,52,2
1830,1830,0,44,104,2
1831,1831,0,-87,-5,2
1832,1832,0,-2,-29,2
1833,1833,0,60,75,2
1834,1834,0,-28,-91,2
1835,1835,0,-33,-69,2
1836,1836,0,23,-98,2
1837,1837,0,-3,-4,2
1838,1838,0,4,105,2
1839,1839,0,23,-26,2
1840,1840,0,-44,72,2
1841,1841,0,-20,17,2
1842,1842,0,67,-2,2
1843,1843,0,-11,32,2
1844,1844,0,-66,-80,2
1845,1845,0,41,-67,2
1846,1846,0,26,-9,2
1847,1847,0,-75,51,2
1848,1848,0,41,73,2
1849,1849,0,78,-100,2
1850,1850,0,-126,-17,2
1851,1851,0,-68,110,2
1852,1852,0,188,-100,2
1853,1853,0,22,19,2
1854,1854,0,-220,238,2
1855,1855,0,15,-105,2
1856,1856,0,192,-243,2
1857,1857,0,-50,75,2
1858,1858,0,-131,-10,2
1859,1859,0,55,-101,2
1860,1860,0,36,173,2
1861,1861,0,-24,151,2
1862,1862,0,70,-79,2
1863,1863,0,-41,-177,2
1864,1864,0,-145,71,2
1865,1865,0,126,31,2
1866,1866,0,189,-29,2
1867,1867,0,-205,-36,2
1868,1868,0,-189,-55,2
1869,1869,0,256,177,2
1870,1870,0,142,63,2
1871,1871,0,-257,-70,2
1872,1872,0,-83,1,2
1873,1873,0,208,-88,2
1874,1874,0,25,-101,2
1875,1875,0,-125,-6,2
1876,1876,0,18,-14,2
1877,1877,0,22,39,2
1878,1878,0,-45,113,2
1879,1879,0,75,23,2
1880,1880,0,30,-71,2
1881,1881,0,-138,104,2
1882,1882,0,-5,20,2
1883,1883,0,155,-64,2
1884,1884,0,-22,-2,2
1885,1885,0,-123,2,2
1886,1886,0,36,8,2
1887,1887,0,57,-48,2
1888,1888,0,-31,-87,2
1889,1889,0,19,-40,2
1890,1890,0,5,0,2
1891,1891,0,-93,-5,2
1892,1892,0,23,141,2
1893,1893,0,127,80,2
1894,1894,0,-63,-60,2
1895,1895,0,-121,17,2
1896,1896,0,69,-90,2
1897,1897,0,77,-19,2
1898,1898,0,-50,51,2
1899,1899,0,-7,53,2
1900,1900,0,5,14,2
1901,1901,0,-80,-159,2
1902,1902,0,50,124,2
1903,1903,0,150,-5,2
1904,1904,0,-117,-152,2
1905,1905,0,-207,42,2
1906,1906,0,165,81,2
1907,1907,0,231,-4,2
1908,1908,0,-184,-195,2
1909,1909,0,-245,66,2
1910,1910,0,169,180,2
1911,1911,0,229,-11,2
1912,1912,0,-136,-5,2
1913,1913,0,-219,-11,2
1914,1914,0,91,43,2
1915,1915,0,193,-84,2
1916,1916,0,-47,7,2
1917,1917,0,-176,13,2
1918,1918,0,7,-192,2
1919,1919,0,142,-42,2
1920,1920,0,16,44,2
1921,1921,0,-99,106,2
1922,1922,0,-38,178,2
1923,1923,0,45,-89,2
1924,1924,0,57,-47,2
1925,1925,0,-1,101,2
1926,1926,0,-88,17,2
1927,1927,0,-27,-66,2
1928,1928,0,114,-123,2
1929,1929,0,24,28,2
1930,1930,0,-121,35,2
1931,1931,0,11,-144,2
1932,1932,0,93,-76,2
1933,1933,0,-67,145,2
1934,1934,0,-37,187,2
1935,1935,0,125,48,2
1936,1936,0,-48,-101,2
1937,1937,0,-163,-21,2
1938,1938,0,145,-19,2
1939,1939,0,175,-187,2
1940,1940,0,-230,78,2
1941,1941,0,-157,231,2
1942,1942,0,279,-147,2
1943,1943,0,111,-93,2
1944,1944,0,-296,109,2
1945,1945,0,-47,-39,2
1946,1946,0,270,-76,2
1947,1947,0,-26,59,2
1948,1948,0,-203,112,2
1949,1949,0,102,-102,2
1950,1950,0,109,-37,2
1951,1951,0,-178,111,2
1952,1952,0,-13,-26,2
1953,1953,0,218,-58,2
1954,1954,0,-79,-12,2
1955,1955,0,-233,28,2
1956,1956,0,152,-64,2
1957,1957,0,219,-9,2
1958,1958,0,-178,86,2
1959,1959,0,-199,30,2
1960,1960,0,163,27,2
1961,1961,0,158,-66,2
1962,1962,0,-110,-38,2
1963,1963,0,-121,-33,2
1964,1964,0,43,91,2
1965,1965,0,81,65,2
1966,1966,0,20,-111,2
1967,1967,0,-47,-47,2
1968,1968,0,-68,-8,2
1969,1969,0,-2,-125,2
1970,1970,0,80,39,2
1971,1971,0,58,183,2
